# ofcuda_matrix cell africa n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/africa_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/africa_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/africa (1948x2032, land 2183279 from BYTES)
# engine land from manifest 2183279
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x92f9830e35a3aa8d engine_boundary0_hash 0x92f9830e35a3aa8d match yes
per-player owned sets match: yes
engine boundary0 owned_total 25358, port plane owned 25358
TICK boundary 41 engine_tick 44: dev_hash 0x9392288a7e0433fa engine_hash 0x9392288a7e0433fa match=yes | claims 3512 | dev_claims_total 64239 | live_attacks 330 | engine_attacks 339
INIT_ATTACK at boundary 42 (engine tick 44) slot 330: owner=16 target=0 troops_bits=0x40c186a2da17eda2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 331: owner=127 target=0 troops_bits=0x40bfe3de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 332: owner=229 target=0 troops_bits=0x40be4f2a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 333: owner=335 target=0 troops_bits=0x40bcba7652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 334: owner=373 target=0 troops_bits=0x40bcba7652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 335: owner=374 target=0 troops_bits=0x40b9910ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 336: owner=399 target=0 troops_bits=0x40be4f2a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 337: owner=428 target=0 troops_bits=0x40b667a6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 42 (engine tick 44) slot 338: owner=477 target=0 troops_bits=0x40bcba7652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
