# ofcuda_matrix cell africa n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/africa_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/africa_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/africa (1948x2032, land 2183279 from BYTES)
# engine land from manifest 2183279
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x92f9830e35a3aa8d engine_boundary0_hash 0x92f9830e35a3aa8d match yes
per-player owned sets match: yes
engine boundary0 owned_total 25358, port plane owned 25358
TICK boundary 11 engine_tick 14: dev_hash 0xea1a85c90afce28b engine_hash 0xea1a85c90afce28b match=yes | claims 643 | dev_claims_total 2903 | live_attacks 83 | engine_attacks 95
INIT_ATTACK at boundary 12 (engine tick 14) slot 83: owner=13 target=0 troops_bits=0x40ba7bf98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 84: owner=69 target=0 troops_bits=0x40abacb59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 85: owner=80 target=0 troops_bits=0x40b8e745b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 86: owner=153 target=0 troops_bits=0x40ba7bf98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 87: owner=177 target=0 troops_bits=0x40b4292a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 88: owner=227 target=0 troops_bits=0x40b8e745b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 89: owner=263 target=0 troops_bits=0x40aed61d4436d444 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 90: owner=339 target=0 troops_bits=0x40b4292a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 91: owner=384 target=0 troops_bits=0x40ba7bf98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 92: owner=435 target=0 troops_bits=0x40aed61d4436d444 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 93: owner=436 target=0 troops_bits=0x40b75291dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 12 (engine tick 14) slot 94: owner=474 target=0 troops_bits=0x40abacb59385593a heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 12: [40/0 eng 0x40a20ab59385593a dev 0x40a20ab59385593a ok] [142/0 eng 0x40af2dbc06fcc070 dev 0x40af2dbc06fcc070 ok] [165/0 eng 0x40b20245b42fdb43 dev 0x40b20245b42fdb43 ok] [166/0 eng 0x40b1fe45b42fdb43 dev 0x40b1fe45b42fdb43 ok] [196/0 eng 0x40b0eb91dbd71dbe dev 0x40b0eb91dbd71dbe ok] [303/0 eng 0x40a79584f4e84f50 dev 0x40a79584f4e84f50 ok] [451/0 eng 0x40ac7054564b4564 dev 0x40ac7054564b4564 ok] [77/0 eng 0x40a0854de2d3de2e dev 0x40a0854de2d3de2e ok] [101/0 eng 0x40a2f2b59385593a dev 0x40a2f2b59385593a ok] [215/0 eng 0x40a5f81d4436d444 dev 0x40a5f81d4436d444 ok] [326/0 eng 0x40b2c245b42fdb43 dev 0x40b2c245b42fdb43 ok] [341/0 eng 0x40a88184f4e84f50 dev 0x40a88184f4e84f50 ok] [361/0 eng 0x40b432f98c8898c8 dev 0x40b432f98c8898c8 ok] [369/0 eng 0x40ab16eca599ca5a dev 0x40ab16eca599ca5a ok] [377/0 eng 0x40a0814de2d3de2e dev 0x40a0814de2d3de2e ok] [36/0 eng 0x40b4c6f98c8898c8 dev 0x40b4c6f98c8898c8 ok] [96/0 eng 0x40a40eb59385593a dev 0x40a40eb59385593a ok] [149/0 eng 0x40b0d6de037e6038 dev 0x40b0d6de037e6038 ok] [220/0 eng 0x40b37645b42fdb43 dev 0x40b37645b42fdb43 ok] [239/0 eng 0x40a6e81d4436d444 dev 0x40a6e81d4436d444 ok] [375/0 eng 0x40b4eef98c8898c8 dev 0x40b4eef98c8898c8 ok] [397/0 eng 0x40b4c2f98c8898c8 dev 0x40b4c2f98c8898c8 ok] [400/0 eng 0x40b4c2f98c8898c8 dev 0x40b4c2f98c8898c8 ok] [444/0 eng 0x40a40ab59385593a dev 0x40a40ab59385593a ok] [456/0 eng 0x40b23d91dbd71dbe dev 0x40b23d91dbd71dbe ok] [458/0 eng 0x40b0e4de037e6038 dev 0x40b0e4de037e6038 ok] [482/0 eng 0x40ac7eeca599ca5a dev 0x40ac7eeca599ca5a ok] [9/0 eng 0x40b2f191dbd71dbe dev 0x40b2f191dbd71dbe ok] [39/0 eng 0x40b44a45b42fdb43 dev 0x40b44a45b42fdb43 ok] [112/0 eng 0x40a7f81d4436d444 dev 0x40a7f81d4436d444 ok] [140/0 eng 0x40ad9aeca599ca5a dev 0x40ad9aeca599ca5a ok] [159/0 eng 0x40b2df91dbd71dbe dev 0x40b2df91dbd71dbe ok] [267/0 eng 0x40aad184f4e84f50 dev 0x40aad184f4e84f50 ok] [365/0 eng 0x40a526b59385593a dev 0x40a526b59385593a ok] [378/0 eng 0x40a2594de2d3de2e dev 0x40a2594de2d3de2e ok] [66/0 eng 0x40abcf84f4e84f50 dev 0x40abcf84f4e84f50 ok] [78/0 eng 0x40b649f98c8898c8 dev 0x40b649f98c8898c8 ok] [90/0 eng 0x40abdf84f4e84f50 dev 0x40abdf84f4e84f50 ok] [194/0 eng 0x40b4e745b42fdb43 dev 0x40b4e745b42fdb43 ok] [256/0 eng 0x40a61cb59385593a dev 0x40a61cb59385593a ok] [285/0 eng 0x40a624b59385593a dev 0x40a624b59385593a ok] [309/0 eng 0x40b1092a2b25a2b2 dev 0x40b1092a2b25a2b2 ok] [29/0 eng 0x40b730f98c8898c8 dev 0x40b730f98c8898c8 ok] [62/0 eng 0x40b70ef98c8898c8 dev 0x40b70ef98c8898c8 ok] [118/0 eng 0x40a71eb59385593a dev 0x40a71eb59385593a ok] [176/0 eng 0x40afc6eca599ca5a dev 0x40afc6eca599ca5a ok] [186/0 eng 0x40b1642a2b25a2b2 dev 0x40b1642a2b25a2b2 ok] [205/0 eng 0x40a71ab59385593a dev 0x40a71ab59385593a ok] [459/0 eng 0x40a736b59385593a dev 0x40a736b59385593a ok] [15/0 eng 0x40b7dbf98c8898c8 dev 0x40b7dbf98c8898c8 ok] [107/0 eng 0x40b7d3f98c8898c8 dev 0x40b7d3f98c8898c8 ok] [124/0 eng 0x40b20b2a2b25a2b2 dev 0x40b20b2a2b25a2b2 ok] [146/0 eng 0x40a80cb59385593a dev 0x40a80cb59385593a ok] [293/0 eng 0x40a804b59385593a dev 0x40a804b59385593a ok] [308/0 eng 0x40b20b2a2b25a2b2 dev 0x40b20b2a2b25a2b2 ok] [312/0 eng 0x40b365de037e6038 dev 0x40b365de037e6038 ok] [320/0 eng 0x40a5174de2d3de2e dev 0x40a5174de2d3de2e ok] [340/0 eng 0x40b4c9a631a7e7d9 dev 0x40b4c9a631a7e7d9 ok] [383/0 eng 0x40b2092a2b25a2b2 dev 0x40b2092a2b25a2b2 ok] [423/0 eng 0x40a824b59385593a dev 0x40a824b59385593a ok] [4/0 eng 0x40ac101d4436d444 dev 0x40ac101d4436d444 ok] [32/0 eng 0x40b8a0f98c8898c8 dev 0x40b8a0f98c8898c8 ok] [95/0 eng 0x40b41ede037e6038 dev 0x40b41ede037e6038 ok] [150/0 eng 0x40b2922a2b25a2b2 dev 0x40b2922a2b25a2b2 ok] [154/0 eng 0x40b11b7652cce52d dev 0x40b11b7652cce52d ok] [160/0 eng 0x40b422de037e6038 dev 0x40b422de037e6038 ok] [163/0 eng 0x40b5a591dbd71dbe dev 0x40b5a591dbd71dbe ok] [252/0 eng 0x40ac241d4436d444 dev 0x40ac241d4436d444 ok] [258/0 eng 0x40ac201d4436d444 dev 0x40ac201d4436d444 ok] [288/0 eng 0x40a6214de2d3de2e dev 0x40a6214de2d3de2e ok] [349/0 eng 0x40a932b59385593a dev 0x40a932b59385593a ok] [450/0 eng 0x40b59d91dbd71dbe dev 0x40b59d91dbd71dbe ok] [471/0 eng 0x40b5b791dbd71dbe dev 0x40b5b791dbd71dbe ok] [33/0 eng 0x40b7e145b42fdb43 dev 0x40b7e145b42fdb43 ok] [70/0 eng 0x40aa2cb59385593a dev 0x40aa2cb59385593a ok] [93/0 eng 0x40b1bc7652cce52d dev 0x40b1bc7652cce52d ok] [164/0 eng 0x40a7134de2d3de2e dev 0x40a7134de2d3de2e ok] [183/0 eng 0x40b65291dbd71dbe dev 0x40b65291dbd71dbe ok] [200/0 eng 0x40b1b27652cce52d dev 0x40b1b27652cce52d ok] [234/0 eng 0x40aa38b59385593a dev 0x40aa38b59385593a ok] [242/0 eng 0x40b3352a2b25a2b2 dev 0x40b3352a2b25a2b2 ok] [249/0 eng 0x40b3352a2b25a2b2 dev 0x40b3352a2b25a2b2 ok] [370/0 eng 0x40b33b2a2b25a2b2 dev 0x40b33b2a2b25a2b2 ok] [13/0 eng 0x40ba17f98c8898c8 dev 0x40ba17f98c8898c8 ok] [69/0 eng 0x40ab3cb59385593a dev 0x40ab3cb59385593a ok] [80/0 eng 0x40b88f45b42fdb43 dev 0x40b88f45b42fdb43 ok] [153/0 eng 0x40ba19f98c8898c8 dev 0x40ba19f98c8898c8 ok] [177/0 eng 0x40b3db2a2b25a2b2 dev 0x40b3db2a2b25a2b2 ok] [227/0 eng 0x40b88d45b42fdb43 dev 0x40b88d45b42fdb43 ok] [263/0 eng 0x40ae661d4436d444 dev 0x40ae661d4436d444 ok] [339/0 eng 0x40b3db2a2b25a2b2 dev 0x40b3db2a2b25a2b2 ok] [384/0 eng 0x40ba1bf98c8898c8 dev 0x40ba1bf98c8898c8 ok] [435/0 eng 0x40ae5a1d4436d444 dev 0x40ae5a1d4436d444 ok] [436/0 eng 0x40b6f691dbd71dbe dev 0x40b6f691dbd71dbe ok] [474/0 eng 0x40ab38b59385593a dev 0x40ab38b59385593a ok] [73/0 eng 0x40b611de037e6038 device: not created yet (deferred to the next transition)] [305/0 eng 0x40b93b45b42fdb43 device: not created yet (deferred to the next transition)] [372/0 eng 0x40b153c27a7427a8 device: not created yet (deferred to the next transition)] [388/0 eng 0x40b93b45b42fdb43 device: not created yet (deferred to the next transition)] [408/0 eng 0x40b47d2a2b25a2b2 device: not created yet (deferred to the next transition)] [461/0 eng 0x40bacff98c8898c8 device: not created yet (deferred to the next transition)] [463/0 eng 0x40a92b4de2d3de2e device: not created yet (deferred to the next transition)] [487/0 eng 0x40af7e1d4436d444 device: not created yet (deferred to the next transition)]
TICK boundary 12 engine_tick 15: dev_hash 0x531fd44d1991d30f engine_hash 0x531fd44d1991d30f match=yes | claims 771 | dev_claims_total 3674 | live_attacks 95 | engine_attacks 103
INIT_ATTACK at boundary 13 (engine tick 15) slot 95: owner=73 target=0 troops_bits=0x40b611de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 96: owner=305 target=0 troops_bits=0x40b93b45b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 97: owner=372 target=0 troops_bits=0x40b153c27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 98: owner=388 target=0 troops_bits=0x40b93b45b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 99: owner=408 target=0 troops_bits=0x40b47d2a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 100: owner=461 target=0 troops_bits=0x40bacff98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 101: owner=463 target=0 troops_bits=0x40a92b4de2d3de2e heap_len=30 border_len=22 heap_peak=30 (device-computed)
INIT_ATTACK at boundary 13 (engine tick 15) slot 102: owner=487 target=0 troops_bits=0x40af7e1d4436d444 heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 13: [40/0 eng 0x40a1b2b59385593a dev 0x40a1b2b59385593a ok] [142/0 eng 0x40ae75bc06fcc070 dev 0x40ae75bc06fcc070 ok] [165/0 eng 0x40b18845b42fdb43 dev 0x40b18845b42fdb43 ok] [166/0 eng 0x40b18e45b42fdb43 dev 0x40b18e45b42fdb43 ok] [196/0 eng 0x40b07b91dbd71dbe dev 0x40b07b91dbd71dbe ok] [303/0 eng 0x40a70d84f4e84f50 dev 0x40a70d84f4e84f50 ok] [451/0 eng 0x40abc054564b4564 dev 0x40abc054564b4564 ok] [77/0 eng 0x40a0354de2d3de2e dev 0x40a0354de2d3de2e ok] [101/0 eng 0x40a28eb59385593a dev 0x40a28eb59385593a ok] [215/0 eng 0x40a5841d4436d444 dev 0x40a5841d4436d444 ok] [326/0 eng 0x40b24a45b42fdb43 dev 0x40b24a45b42fdb43 ok] [341/0 eng 0x40a80184f4e84f50 dev 0x40a80184f4e84f50 ok] [361/0 eng 0x40b3baf98c8898c8 dev 0x40b3baf98c8898c8 ok] [369/0 eng 0x40aa7eeca599ca5a dev 0x40aa7eeca599ca5a ok] [377/0 eng 0x40a02d4de2d3de2e dev 0x40a02d4de2d3de2e ok] [36/0 eng 0x40b444f98c8898c8 dev 0x40b444f98c8898c8 ok] [96/0 eng 0x40a39ab59385593a dev 0x40a39ab59385593a ok] [149/0 eng 0x40b072de037e6038 dev 0x40b072de037e6038 ok] [220/0 eng 0x40b2fe45b42fdb43 dev 0x40b2fe45b42fdb43 ok] [239/0 eng 0x40a6701d4436d444 dev 0x40a6701d4436d444 ok] [375/0 eng 0x40b46cf98c8898c8 dev 0x40b46cf98c8898c8 ok] [397/0 eng 0x40b436f98c8898c8 dev 0x40b436f98c8898c8 ok] [400/0 eng 0x40b44af98c8898c8 dev 0x40b44af98c8898c8 ok] [444/0 eng 0x40a3a6b59385593a dev 0x40a3a6b59385593a ok] [456/0 eng 0x40b1dd91dbd71dbe dev 0x40b1dd91dbd71dbe ok] [458/0 eng 0x40b088de037e6038 dev 0x40b088de037e6038 ok] [482/0 eng 0x40abeeeca599ca5a dev 0x40abeeeca599ca5a ok] [9/0 eng 0x40b29191dbd71dbe dev 0x40b29191dbd71dbe ok] [39/0 eng 0x40b3c845b42fdb43 dev 0x40b3c845b42fdb43 ok] [112/0 eng 0x40a7801d4436d444 dev 0x40a7801d4436d444 ok] [140/0 eng 0x40ad0eeca599ca5a dev 0x40ad0eeca599ca5a ok] [159/0 eng 0x40b27f91dbd71dbe dev 0x40b27f91dbd71dbe ok] [267/0 eng 0x40aa5984f4e84f50 dev 0x40aa5984f4e84f50 ok] [365/0 eng 0x40a4c6b59385593a dev 0x40a4c6b59385593a ok] [378/0 eng 0x40a1fd4de2d3de2e dev 0x40a1fd4de2d3de2e ok] [66/0 eng 0x40ab4b84f4e84f50 dev 0x40ab4b84f4e84f50 ok] [78/0 eng 0x40b5c7f98c8898c8 dev 0x40b5c7f98c8898c8 ok] [90/0 eng 0x40ab5f84f4e84f50 dev 0x40ab5f84f4e84f50 ok] [194/0 eng 0x40b46745b42fdb43 dev 0x40b46745b42fdb43 ok] [256/0 eng 0x40a5b4b59385593a dev 0x40a5b4b59385593a ok] [285/0 eng 0x40a5ccb59385593a dev 0x40a5ccb59385593a ok] [309/0 eng 0x40b0c32a2b25a2b2 dev 0x40b0c32a2b25a2b2 ok] [29/0 eng 0x40b6aef98c8898c8 dev 0x40b6aef98c8898c8 ok] [62/0 eng 0x40b694f98c8898c8 dev 0x40b694f98c8898c8 ok] [118/0 eng 0x40a6bab59385593a dev 0x40a6bab59385593a ok] [176/0 eng 0x40af22eca599ca5a dev 0x40af22eca599ca5a ok] [186/0 eng 0x40b10a2a2b25a2b2 dev 0x40b10a2a2b25a2b2 ok] [205/0 eng 0x40a6b2b59385593a dev 0x40a6b2b59385593a ok] [459/0 eng 0x40a6ceb59385593a dev 0x40a6ceb59385593a ok] [15/0 eng 0x40b76df98c8898c8 dev 0x40b76df98c8898c8 ok] [107/0 eng 0x40b75bf98c8898c8 dev 0x40b75bf98c8898c8 ok] [124/0 eng 0x40b1b52a2b25a2b2 dev 0x40b1b52a2b25a2b2 ok] [146/0 eng 0x40a79cb59385593a dev 0x40a79cb59385593a ok] [293/0 eng 0x40a7a0b59385593a dev 0x40a7a0b59385593a ok] [308/0 eng 0x40b1c72a2b25a2b2 dev 0x40b1c72a2b25a2b2 ok] [312/0 eng 0x40b30bde037e6038 dev 0x40b30bde037e6038 ok] [320/0 eng 0x40a4b74de2d3de2e dev 0x40a4b74de2d3de2e ok] [340/0 eng 0x40b487a631a7e7d9 dev 0x40b487a631a7e7d9 ok] [383/0 eng 0x40b1b12a2b25a2b2 dev 0x40b1b12a2b25a2b2 ok] [423/0 eng 0x40a7bcb59385593a dev 0x40a7bcb59385593a ok] [4/0 eng 0x40aba41d4436d444 dev 0x40aba41d4436d444 ok] [32/0 eng 0x40b82af98c8898c8 dev 0x40b82af98c8898c8 ok] [95/0 eng 0x40b3d0de037e6038 dev 0x40b3d0de037e6038 ok] [150/0 eng 0x40b2362a2b25a2b2 dev 0x40b2362a2b25a2b2 ok] [154/0 eng 0x40b0c97652cce52d dev 0x40b0c97652cce52d ok] [160/0 eng 0x40b3c4de037e6038 dev 0x40b3c4de037e6038 ok] [163/0 eng 0x40b53f91dbd71dbe dev 0x40b53f91dbd71dbe ok] [252/0 eng 0x40abac1d4436d444 dev 0x40abac1d4436d444 ok] [258/0 eng 0x40aba81d4436d444 dev 0x40aba81d4436d444 ok] [288/0 eng 0x40a5c54de2d3de2e dev 0x40a5c54de2d3de2e ok] [349/0 eng 0x40a8ceb59385593a dev 0x40a8ceb59385593a ok] [450/0 eng 0x40b53991dbd71dbe dev 0x40b53991dbd71dbe ok] [471/0 eng 0x40b55591dbd71dbe dev 0x40b55591dbd71dbe ok] [33/0 eng 0x40b77b45b42fdb43 dev 0x40b77b45b42fdb43 ok] [70/0 eng 0x40a9c0b59385593a dev 0x40a9c0b59385593a ok] [93/0 eng 0x40b17c7652cce52d dev 0x40b17c7652cce52d ok] [164/0 eng 0x40a6af4de2d3de2e dev 0x40a6af4de2d3de2e ok] [183/0 eng 0x40b5f491dbd71dbe dev 0x40b5f491dbd71dbe ok] [200/0 eng 0x40b1687652cce52d dev 0x40b1687652cce52d ok] [234/0 eng 0x40a9bcb59385593a dev 0x40a9bcb59385593a ok] [242/0 eng 0x40b2db2a2b25a2b2 dev 0x40b2db2a2b25a2b2 ok] [249/0 eng 0x40b2db2a2b25a2b2 dev 0x40b2db2a2b25a2b2 ok] [370/0 eng 0x40b2e32a2b25a2b2 dev 0x40b2e32a2b25a2b2 ok] [13/0 eng 0x40b9a9f98c8898c8 dev 0x40b9a9f98c8898c8 ok] [69/0 eng 0x40aad0b59385593a dev 0x40aad0b59385593a ok] [80/0 eng 0x40b83145b42fdb43 dev 0x40b83145b42fdb43 ok] [153/0 eng 0x40b9b5f98c8898c8 dev 0x40b9b5f98c8898c8 ok] [177/0 eng 0x40b3952a2b25a2b2 dev 0x40b3952a2b25a2b2 ok] [227/0 eng 0x40b83345b42fdb43 dev 0x40b83345b42fdb43 ok] [263/0 eng 0x40adea1d4436d444 dev 0x40adea1d4436d444 ok] [339/0 eng 0x40b3852a2b25a2b2 dev 0x40b3852a2b25a2b2 ok] [384/0 eng 0x40b9a9f98c8898c8 dev 0x40b9a9f98c8898c8 ok] [435/0 eng 0x40ade61d4436d444 dev 0x40ade61d4436d444 ok] [436/0 eng 0x40b69c91dbd71dbe dev 0x40b69c91dbd71dbe ok] [474/0 eng 0x40aac8b59385593a dev 0x40aac8b59385593a ok] [73/0 eng 0x40b5c1de037e6038 dev 0x40b5c1de037e6038 ok] [305/0 eng 0x40b8df45b42fdb43 dev 0x40b8df45b42fdb43 ok] [372/0 eng 0x40b10fc27a7427a8 dev 0x40b10fc27a7427a8 ok] [388/0 eng 0x40b8e345b42fdb43 dev 0x40b8e345b42fdb43 ok] [408/0 eng 0x40b42d2a2b25a2b2 dev 0x40b42d2a2b25a2b2 ok] [461/0 eng 0x40ba73f98c8898c8 dev 0x40ba73f98c8898c8 ok] [463/0 eng 0x40a8db4de2d3de2e dev 0x40a8db4de2d3de2e ok] [487/0 eng 0x40aefe1d4436d444 dev 0x40aefe1d4436d444 ok] [178/0 eng 0x40bb23f98c8898c8 device: not created yet (deferred to the next transition)] [190/0 eng 0x40b7fa91dbd71dbe device: not created yet (deferred to the next transition)] [191/0 eng 0x40b98f45b42fdb43 device: not created yet (deferred to the next transition)] [278/0 eng 0x40b1a7c27a7427a8 device: not created yet (deferred to the next transition)] [401/0 eng 0x40a9d34de2d3de2e device: not created yet (deferred to the next transition)] [418/0 eng 0x40b665de037e6038 device: not created yet (deferred to the next transition)]
TICK boundary 13 engine_tick 16: dev_hash 0x6a8a961167d380f4 engine_hash 0x6a8a961167d380f4 match=yes | claims 845 | dev_claims_total 4519 | live_attacks 103 | engine_attacks 109
INIT_ATTACK at boundary 14 (engine tick 16) slot 103: owner=178 target=0 troops_bits=0x40bb23f98c8898c8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 14 (engine tick 16) slot 104: owner=190 target=0 troops_bits=0x40b7fa91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 14 (engine tick 16) slot 105: owner=191 target=0 troops_bits=0x40b98f45b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 14 (engine tick 16) slot 106: owner=278 target=0 troops_bits=0x40b1a7c27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 14 (engine tick 16) slot 107: owner=401 target=0 troops_bits=0x40a9d34de2d3de2e heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 14 (engine tick 16) slot 108: owner=418 target=0 troops_bits=0x40b665de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
