# ofcuda_matrix cell onion n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/onion_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/onion_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/onion (512x512, land 210555 from BYTES)
# engine land from manifest 210555
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x0544019e73d55172 engine_boundary0_hash 0x0544019e73d55172 match yes
per-player owned sets match: yes
engine boundary0 owned_total 15655, port plane owned 15655
TICK boundary 20 engine_tick 23: dev_hash 0x44db4aa9e63cb226 engine_hash 0x44db4aa9e63cb226 match=yes | claims 701 | dev_claims_total 6217 | live_attacks 96 | engine_attacks 103
INIT_ATTACK at boundary 21 (engine tick 23) slot 96: owner=85 target=0 troops_bits=0x40b2660ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 21 (engine tick 23) slot 97: owner=119 target=0 troops_bits=0x40bbe245b42fdb43 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 21 (engine tick 23) slot 98: owner=141 target=0 troops_bits=0x40b8b8de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 21 (engine tick 23) slot 99: owner=162 target=0 troops_bits=0x40ba4d91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 21 (engine tick 23) slot 100: owner=206 target=0 troops_bits=0x40ba4d91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 21 (engine tick 23) slot 101: owner=226 target=0 troops_bits=0x40ba4d91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 21 (engine tick 23) slot 102: owner=280 target=0 troops_bits=0x40b0d15ac9c2ac9d heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 21: [40/0 eng 0x409dd56b270ab274 dev 0x409dd56b270ab274 ok] [142/0 eng 0x40a931bc06fcc070 dev 0x40a931bc06fcc070 ok] [165/0 eng 0x40ace48b685fb686 dev 0x40ace48b685fb686 ok] [166/0 eng 0x40ace48b685fb686 dev 0x40ace48b685fb686 ok] [196/0 eng 0x40afdf26d04287a4 dev 0x40afdf26d04287a4 ok] [77/0 eng 0x409c8a9bc5a7bc5c dev 0x409c8a9bc5a7bc5c ok] [101/0 eng 0x409f7d6b270ab274 dev 0x409f7d6b270ab274 ok] [215/0 eng 0x40a2581d4436d444 dev 0x40a2581d4436d444 ok] [36/0 eng 0x40b1d2f98c8898c8 dev 0x40b1d2f98c8898c8 ok] [96/0 eng 0x40a0c2b59385593a dev 0x40a0c2b59385593a ok] [149/0 eng 0x40aba1bc06fcc070 dev 0x40aba1bc06fcc070 ok] [220/0 eng 0x40b06645b42fdb43 dev 0x40b06645b42fdb43 ok] [239/0 eng 0x40a80628d0a3720e dev 0x40a80628d0a3720e ok] [9/0 eng 0x40aea723b7ae3b7c dev 0x40aea723b7ae3b7c ok] [39/0 eng 0x40b337ef1652ff41 dev 0x40b337ef1652ff41 ok] [112/0 eng 0x40a5581d4436d444 dev 0x40a5581d4436d444 ok] [140/0 eng 0x40a88aeca599ca5a dev 0x40a88aeca599ca5a ok] [159/0 eng 0x40ad6f23b7ae3b7c dev 0x40ad6f23b7ae3b7c ok] [267/0 eng 0x40a63984f4e84f50 dev 0x40a63984f4e84f50 ok] [66/0 eng 0x40a8ff84f4e84f50 dev 0x40a8ff84f4e84f50 ok] [78/0 eng 0x40b257f98c8898c8 dev 0x40b257f98c8898c8 ok] [90/0 eng 0x40a73f84f4e84f50 dev 0x40a73f84f4e84f50 ok] [194/0 eng 0x40b13745b42fdb43 dev 0x40b13745b42fdb43 ok] [256/0 eng 0x40a561ba3863cb76 dev 0x40a561ba3863cb76 ok] [285/0 eng 0x40a2ccb59385593a dev 0x40a2ccb59385593a ok] [309/0 eng 0x40abf254564b4564 dev 0x40abf254564b4564 ok] [29/0 eng 0x40b2fef98c8898c8 dev 0x40b2fef98c8898c8 ok] [62/0 eng 0x40b2fef98c8898c8 dev 0x40b2fef98c8898c8 ok] [118/0 eng 0x40a3bab59385593a dev 0x40a3bab59385593a ok] [176/0 eng 0x40aa96eca599ca5a dev 0x40aa96eca599ca5a ok] [186/0 eng 0x40aca054564b4564 dev 0x40aca054564b4564 ok] [205/0 eng 0x40a3bab59385593a dev 0x40a3bab59385593a ok] [15/0 eng 0x40b3a9f98c8898c8 dev 0x40b3a9f98c8898c8 ok] [107/0 eng 0x40b399f98c8898c8 dev 0x40b399f98c8898c8 ok] [124/0 eng 0x40ae7654564b4564 dev 0x40ae7654564b4564 ok] [146/0 eng 0x40a490b59385593a dev 0x40a490b59385593a ok] [383/0 eng 0x40b1e120bd581e7d dev 0x40b1e120bd581e7d ok] [4/0 eng 0x40a7e81d4436d444 dev 0x40a7e81d4436d444 ok] [32/0 eng 0x40b44cf98c8898c8 dev 0x40b44cf98c8898c8 ok] [95/0 eng 0x40b0bade037e6038 dev 0x40b0bade037e6038 ok] [150/0 eng 0x40af6c54564b4564 dev 0x40af6c54564b4564 ok] [154/0 eng 0x40aceaeca599ca5a dev 0x40aceaeca599ca5a ok] [160/0 eng 0x40b0bade037e6038 dev 0x40b0bade037e6038 ok] [163/0 eng 0x40b21391dbd71dbe dev 0x40b21391dbd71dbe ok] [252/0 eng 0x40a8ec1d4436d444 dev 0x40a8ec1d4436d444 ok] [258/0 eng 0x40a7e81d4436d444 dev 0x40a7e81d4436d444 ok] [288/0 eng 0x40a4054de2d3de2e dev 0x40a4054de2d3de2e ok] [33/0 eng 0x40b3ef45b42fdb43 dev 0x40b3ef45b42fdb43 ok] [70/0 eng 0x40a66cb59385593a dev 0x40a66cb59385593a ok] [93/0 eng 0x40ae08eca599ca5a dev 0x40ae08eca599ca5a ok] [164/0 eng 0x40a3bb4de2d3de2e dev 0x40a3bb4de2d3de2e ok] [183/0 eng 0x40b2d291dbd71dbe dev 0x40b2d291dbd71dbe ok] [200/0 eng 0x40ae08eca599ca5a dev 0x40ae08eca599ca5a ok] [234/0 eng 0x40a69cb59385593a dev 0x40a69cb59385593a ok] [242/0 eng 0x40b0692a2b25a2b2 dev 0x40b0692a2b25a2b2 ok] [249/0 eng 0x40b0b92a2b25a2b2 dev 0x40b0b92a2b25a2b2 ok] [13/0 eng 0x40b5eff98c8898c8 dev 0x40b5eff98c8898c8 ok] [69/0 eng 0x40a75cb59385593a dev 0x40a75cb59385593a ok] [80/0 eng 0x40b4bb45b42fdb43 dev 0x40b4bb45b42fdb43 ok] [153/0 eng 0x40b56bf98c8898c8 dev 0x40b56bf98c8898c8 ok] [177/0 eng 0x40b0f92a2b25a2b2 dev 0x40b0f92a2b25a2b2 ok] [227/0 eng 0x40b4bb45b42fdb43 dev 0x40b4bb45b42fdb43 ok] [263/0 eng 0x40aa261d4436d444 dev 0x40aa261d4436d444 ok] [73/0 eng 0x40b2c9de037e6038 dev 0x40b2c9de037e6038 ok] [178/0 eng 0x40b813f98c8898c8 dev 0x40b813f98c8898c8 ok] [190/0 eng 0x40b4ee91dbd71dbe dev 0x40b4ee91dbd71dbe ok] [191/0 eng 0x40b63b45b42fdb43 dev 0x40b63b45b42fdb43 ok] [278/0 eng 0x40aee784f4e84f50 dev 0x40aee784f4e84f50 ok] [76/0 eng 0x40b847f98c8898c8 dev 0x40b847f98c8898c8 ok] [266/0 eng 0x40ab04b59385593a dev 0x40ab04b59385593a ok] [120/0 eng 0x40b914f98c8898c8 dev 0x40b914f98c8898c8 ok] [137/0 eng 0x40a8b54de2d3de2e dev 0x40a8b54de2d3de2e ok] [260/0 eng 0x40b1ed7652cce52d dev 0x40b1ed7652cce52d ok] [265/0 eng 0x40a8c54de2d3de2e dev 0x40a8c54de2d3de2e ok] [306/0 eng 0x40ab7eb59385593a dev 0x40ab7eb59385593a ok] [111/0 eng 0x40b13dc27a7427a8 dev 0x40b13dc27a7427a8 ok] [131/0 eng 0x40b9edf98c8898c8 dev 0x40b9edf98c8898c8 ok] [243/0 eng 0x40b76c91dbd71dbe dev 0x40b76c91dbd71dbe ok] [268/0 eng 0x40ba33f98c8898c8 dev 0x40ba33f98c8898c8 ok] [23/0 eng 0x40b1dec27a7427a8 dev 0x40b1dec27a7427a8 ok] [50/0 eng 0x40b4d42a2b25a2b2 dev 0x40b4d42a2b25a2b2 ok] [98/0 eng 0x40b92a45b42fdb43 dev 0x40b92a45b42fdb43 ok] [210/0 eng 0x40b1ae146851b907 dev 0x40b1ae146851b907 ok] [224/0 eng 0x40b4d42a2b25a2b2 dev 0x40b4d42a2b25a2b2 ok] [338/0 eng 0x40b93245b42fdb43 dev 0x40b93245b42fdb43 ok] [108/0 eng 0x40b4047652cce52d dev 0x40b4047652cce52d ok] [109/0 eng 0x40b277c27a7427a8 dev 0x40b277c27a7427a8 ok] [138/0 eng 0x40aedcb59385593a dev 0x40aedcb59385593a ok] [235/0 eng 0x40b1540a035443d6 dev 0x40b1540a035443d6 ok] [274/0 eng 0x40b4007652cce52d dev 0x40b4007652cce52d ok] [42/0 eng 0x40b1880ea21b6a22 dev 0x40b1880ea21b6a22 ok] [134/0 eng 0x40b314c27a7427a8 dev 0x40b314c27a7427a8 ok] [169/0 eng 0x40b0035ac9c2ac9d dev 0x40b0035ac9c2ac9d ok] [195/0 eng 0x40acdd4de2d3de2e dev 0x40acdd4de2d3de2e ok] [208/0 eng 0x40b0035ac9c2ac9d dev 0x40b0035ac9c2ac9d ok] [310/0 eng 0x40acdd4de2d3de2e dev 0x40acdd4de2d3de2e ok] [85/0 eng 0x40b21e0ea21b6a22 dev 0x40b21e0ea21b6a22 ok] [119/0 eng 0x40bb8245b42fdb43 dev 0x40bb8245b42fdb43 ok] [141/0 eng 0x40b858de037e6038 dev 0x40b858de037e6038 ok] [162/0 eng 0x40b9ed91dbd71dbe dev 0x40b9ed91dbd71dbe ok] [206/0 eng 0x40b9ed91dbd71dbe dev 0x40b9ed91dbd71dbe ok] [226/0 eng 0x40b9ed91dbd71dbe dev 0x40b9ed91dbd71dbe ok] [280/0 eng 0x40b0955ac9c2ac9d dev 0x40b0955ac9c2ac9d ok] [99/0 eng 0x40baa391dbd71dbe device: not created yet (deferred to the next transition)] [151/0 eng 0x40b450c27a7427a8 device: not created yet (deferred to the next transition)] [238/0 eng 0x40b90ede037e6038 device: not created yet (deferred to the next transition)] [248/0 eng 0x40af947917519610 device: not created yet (deferred to the next transition)]
TICK boundary 21 engine_tick 24: dev_hash 0xf4bdac7cae1a9795 engine_hash 0xf4bdac7cae1a9795 match=yes | claims 757 | dev_claims_total 6974 | live_attacks 103 | engine_attacks 107
INIT_ATTACK at boundary 22 (engine tick 24) slot 103: owner=99 target=0 troops_bits=0x40baa391dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 22 (engine tick 24) slot 104: owner=151 target=0 troops_bits=0x40b450c27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 22 (engine tick 24) slot 105: owner=238 target=0 troops_bits=0x40b90ede037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 22 (engine tick 24) slot 106: owner=248 target=0 troops_bits=0x40af947917519610 heap_len=24 border_len=18 heap_peak=24 (device-computed)
TROOPS boundary 22: [40/0 eng 0x409d156b270ab274 dev 0x409d156b270ab274 ok] [142/0 eng 0x40a889bc06fcc070 dev 0x40a889bc06fcc070 ok] [165/0 eng 0x40ac0c8b685fb686 dev 0x40ac0c8b685fb686 ok] [166/0 eng 0x40ac0c8b685fb686 dev 0x40ac0c8b685fb686 ok] [196/0 eng 0x40af4f26d04287a4 dev 0x40af4f26d04287a4 ok] [77/0 eng 0x409bfa9bc5a7bc5c dev 0x409bfa9bc5a7bc5c ok] [101/0 eng 0x409ebd6b270ab274 dev 0x409ebd6b270ab274 ok] [215/0 eng 0x40a1e01d4436d444 dev 0x40a1e01d4436d444 ok] [36/0 eng 0x40b172f98c8898c8 dev 0x40b172f98c8898c8 ok] [96/0 eng 0x40a062b59385593a dev 0x40a062b59385593a ok] [149/0 eng 0x40ab01bc06fcc070 dev 0x40ab01bc06fcc070 ok] [220/0 eng 0x40b01245b42fdb43 dev 0x40b01245b42fdb43 ok] [239/0 eng 0x40a7be28d0a3720e dev 0x40a7be28d0a3720e ok] [9/0 eng 0x40adcf23b7ae3b7c dev 0x40adcf23b7ae3b7c ok] [39/0 eng 0x40b2e3ef1652ff41 dev 0x40b2e3ef1652ff41 ok] [112/0 eng 0x40a4f81d4436d444 dev 0x40a4f81d4436d444 ok] [140/0 eng 0x40a7faeca599ca5a dev 0x40a7faeca599ca5a ok] [159/0 eng 0x40ac8f23b7ae3b7c dev 0x40ac8f23b7ae3b7c ok] [267/0 eng 0x40a5a984f4e84f50 dev 0x40a5a984f4e84f50 ok] [66/0 eng 0x40a89f84f4e84f50 dev 0x40a89f84f4e84f50 ok] [78/0 eng 0x40b1dff98c8898c8 dev 0x40b1dff98c8898c8 ok] [90/0 eng 0x40a6af84f4e84f50 dev 0x40a6af84f4e84f50 ok] [194/0 eng 0x40b0cf45b42fdb43 dev 0x40b0cf45b42fdb43 ok] [256/0 eng 0x40a519ba3863cb76 dev 0x40a519ba3863cb76 ok] [285/0 eng 0x40a26cb59385593a dev 0x40a26cb59385593a ok] [309/0 eng 0x40ab5254564b4564 dev 0x40ab5254564b4564 ok] [29/0 eng 0x40b27af98c8898c8 dev 0x40b27af98c8898c8 ok] [62/0 eng 0x40b27af98c8898c8 dev 0x40b27af98c8898c8 ok] [118/0 eng 0x40a342b59385593a dev 0x40a342b59385593a ok] [176/0 eng 0x40a9eeeca599ca5a dev 0x40a9eeeca599ca5a ok] [186/0 eng 0x40abf854564b4564 dev 0x40abf854564b4564 ok] [205/0 eng 0x40a342b59385593a dev 0x40a342b59385593a ok] [15/0 eng 0x40b331f98c8898c8 dev 0x40b331f98c8898c8 ok] [107/0 eng 0x40b315f98c8898c8 dev 0x40b315f98c8898c8 ok] [124/0 eng 0x40ade654564b4564 dev 0x40ade654564b4564 ok] [146/0 eng 0x40a430b59385593a dev 0x40a430b59385593a ok] [383/0 eng 0x40b19920bd581e7d dev 0x40b19920bd581e7d ok] [4/0 eng 0x40a7701d4436d444 dev 0x40a7701d4436d444 ok] [32/0 eng 0x40b3c8f98c8898c8 dev 0x40b3c8f98c8898c8 ok] [95/0 eng 0x40b05ade037e6038 dev 0x40b05ade037e6038 ok] [150/0 eng 0x40aeac54564b4564 dev 0x40aeac54564b4564 ok] [154/0 eng 0x40ac42eca599ca5a dev 0x40ac42eca599ca5a ok] [160/0 eng 0x40b05ade037e6038 dev 0x40b05ade037e6038 ok] [163/0 eng 0x40b1ab91dbd71dbe dev 0x40b1ab91dbd71dbe ok] [252/0 eng 0x40a8901d4436d444 dev 0x40a8901d4436d444 ok] [258/0 eng 0x40a7701d4436d444 dev 0x40a7701d4436d444 ok] [288/0 eng 0x40a3c54de2d3de2e dev 0x40a3c54de2d3de2e ok] [33/0 eng 0x40b36b45b42fdb43 dev 0x40b36b45b42fdb43 ok] [70/0 eng 0x40a5f4b59385593a dev 0x40a5f4b59385593a ok] [93/0 eng 0x40ad60eca599ca5a dev 0x40ad60eca599ca5a ok] [164/0 eng 0x40a35b4de2d3de2e dev 0x40a35b4de2d3de2e ok] [183/0 eng 0x40b25a91dbd71dbe dev 0x40b25a91dbd71dbe ok] [200/0 eng 0x40ad60eca599ca5a dev 0x40ad60eca599ca5a ok] [234/0 eng 0x40a62cb59385593a dev 0x40a62cb59385593a ok] [242/0 eng 0x40b0092a2b25a2b2 dev 0x40b0092a2b25a2b2 ok] [249/0 eng 0x40b06f2a2b25a2b2 dev 0x40b06f2a2b25a2b2 ok] [13/0 eng 0x40b55ff98c8898c8 dev 0x40b55ff98c8898c8 ok] [69/0 eng 0x40a6e4b59385593a dev 0x40a6e4b59385593a ok] [80/0 eng 0x40b44345b42fdb43 dev 0x40b44345b42fdb43 ok] [153/0 eng 0x40b4cbf98c8898c8 dev 0x40b4cbf98c8898c8 ok] [177/0 eng 0x40b0992a2b25a2b2 dev 0x40b0992a2b25a2b2 ok] [227/0 eng 0x40b44345b42fdb43 dev 0x40b44345b42fdb43 ok] [263/0 eng 0x40a9961d4436d444 dev 0x40a9961d4436d444 ok] [73/0 eng 0x40b25dde037e6038 dev 0x40b25dde037e6038 ok] [178/0 eng 0x40b7a7f98c8898c8 dev 0x40b7a7f98c8898c8 ok] [190/0 eng 0x40b48291dbd71dbe dev 0x40b48291dbd71dbe ok] [191/0 eng 0x40b5c345b42fdb43 dev 0x40b5c345b42fdb43 ok] [278/0 eng 0x40ae3f84f4e84f50 dev 0x40ae3f84f4e84f50 ok] [76/0 eng 0x40b7c3f98c8898c8 dev 0x40b7c3f98c8898c8 ok] [266/0 eng 0x40aaa4b59385593a dev 0x40aaa4b59385593a ok] [120/0 eng 0x40b890f98c8898c8 dev 0x40b890f98c8898c8 ok] [137/0 eng 0x40a83d4de2d3de2e dev 0x40a83d4de2d3de2e ok] [260/0 eng 0x40b18d7652cce52d dev 0x40b18d7652cce52d ok] [265/0 eng 0x40a85d4de2d3de2e dev 0x40a85d4de2d3de2e ok] [306/0 eng 0x40ab06b59385593a dev 0x40ab06b59385593a ok] [111/0 eng 0x40b0e9c27a7427a8 dev 0x40b0e9c27a7427a8 ok] [131/0 eng 0x40b975f98c8898c8 dev 0x40b975f98c8898c8 ok] [243/0 eng 0x40b71c91dbd71dbe dev 0x40b71c91dbd71dbe ok] [268/0 eng 0x40b9c7f98c8898c8 dev 0x40b9c7f98c8898c8 ok] [23/0 eng 0x40b19ac27a7427a8 dev 0x40b19ac27a7427a8 ok] [50/0 eng 0x40b4742a2b25a2b2 dev 0x40b4742a2b25a2b2 ok] [98/0 eng 0x40b8a245b42fdb43 dev 0x40b8a245b42fdb43 ok] [210/0 eng 0x40b17e146851b907 dev 0x40b17e146851b907 ok] [224/0 eng 0x40b4742a2b25a2b2 dev 0x40b4742a2b25a2b2 ok] [338/0 eng 0x40b8c645b42fdb43 dev 0x40b8c645b42fdb43 ok] [108/0 eng 0x40b3b47652cce52d dev 0x40b3b47652cce52d ok] [109/0 eng 0x40b22fc27a7427a8 dev 0x40b22fc27a7427a8 ok] [138/0 eng 0x40ae4cb59385593a dev 0x40ae4cb59385593a ok] [235/0 eng 0x40b1300a035443d6 dev 0x40b1300a035443d6 ok] [274/0 eng 0x40b3ac7652cce52d dev 0x40b3ac7652cce52d ok] [42/0 eng 0x40b1420ea21b6a22 dev 0x40b1420ea21b6a22 ok] [134/0 eng 0x40b2c4c27a7427a8 dev 0x40b2c4c27a7427a8 ok] [169/0 eng 0x40af8eb59385593a dev 0x40af8eb59385593a ok] [195/0 eng 0x40ac654de2d3de2e dev 0x40ac654de2d3de2e ok] [208/0 eng 0x40af8eb59385593a dev 0x40af8eb59385593a ok] [310/0 eng 0x40ac654de2d3de2e dev 0x40ac654de2d3de2e ok] [85/0 eng 0x40b1d60ea21b6a22 dev 0x40b1d60ea21b6a22 ok] [119/0 eng 0x40bb1645b42fdb43 dev 0x40bb1645b42fdb43 ok] [141/0 eng 0x40b7f8de037e6038 dev 0x40b7f8de037e6038 ok] [162/0 eng 0x40b98191dbd71dbe dev 0x40b98191dbd71dbe ok] [206/0 eng 0x40b98191dbd71dbe dev 0x40b98191dbd71dbe ok] [226/0 eng 0x40b98191dbd71dbe dev 0x40b98191dbd71dbe ok] [280/0 eng 0x40b0595ac9c2ac9d dev 0x40b0595ac9c2ac9d ok] [99/0 eng 0x40ba4391dbd71dbe dev 0x40ba4391dbd71dbe ok] [151/0 eng 0x40b408c27a7427a8 dev 0x40b408c27a7427a8 ok] [238/0 eng 0x40b8aede037e6038 dev 0x40b8aede037e6038 ok] [248/0 eng 0x40af4c7917519610 dev 0x40af4c7917519610 ok] [24/0 eng 0x40b3120ea21b6a22 device: not created yet (deferred to the next transition)] [52/0 eng 0x40b3120ea21b6a22 device: not created yet (deferred to the next transition)] [63/0 eng 0x40afd14de2d3de2e device: not created yet (deferred to the next transition)] [188/0 eng 0x40b17d5ac9c2ac9d device: not created yet (deferred to the next transition)] [254/0 eng 0x40b63b7652cce52d device: not created yet (deferred to the next transition)] [277/0 eng 0x40b17d5ac9c2ac9d device: not created yet (deferred to the next transition)]
TICK boundary 22 engine_tick 25: dev_hash 0xb605fad7c8474266 engine_hash 0xb605fad7c8474266 match=yes | claims 795 | dev_claims_total 7769 | live_attacks 107 | engine_attacks 113
INIT_ATTACK at boundary 23 (engine tick 25) slot 107: owner=24 target=0 troops_bits=0x40b3120ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 23 (engine tick 25) slot 108: owner=52 target=0 troops_bits=0x40b3120ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 23 (engine tick 25) slot 109: owner=63 target=0 troops_bits=0x40afd14de2d3de2e heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 23 (engine tick 25) slot 110: owner=188 target=0 troops_bits=0x40b17d5ac9c2ac9d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 23 (engine tick 25) slot 111: owner=254 target=0 troops_bits=0x40b63b7652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 23 (engine tick 25) slot 112: owner=277 target=0 troops_bits=0x40b17d5ac9c2ac9d heap_len=32 border_len=24 heap_peak=32 (device-computed)
