# ofcuda_matrix cell onion n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/onion_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/onion_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/onion (512x512, land 210555 from BYTES)
# engine land from manifest 210555
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x0544019e73d55172 engine_boundary0_hash 0x0544019e73d55172 match yes
per-player owned sets match: yes
engine boundary0 owned_total 15655, port plane owned 15655
TICK boundary 34 engine_tick 37: dev_hash 0xdf2b79feab672774 engine_hash 0xdf2b79feab672774 match=yes | claims 1357 | dev_claims_total 20831 | live_attacks 175 | engine_attacks 181
INIT_ATTACK at boundary 35 (engine tick 37) slot 175: owner=34 target=0 troops_bits=0x40bf0d91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 35 (engine tick 37) slot 176: owner=126 target=0 troops_bits=0x40ba4f7652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 35 (engine tick 37) slot 177: owner=156 target=0 troops_bits=0x40bbe42a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 35 (engine tick 37) slot 178: owner=201 target=0 troops_bits=0x40bf0d91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 35 (engine tick 37) slot 179: owner=261 target=0 troops_bits=0x40b8bac27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 35 (engine tick 37) slot 180: owner=343 target=0 troops_bits=0x40bb105d4cfcd071 heap_len=18 border_len=14 heap_peak=18 (device-computed)
TROOPS boundary 35: [40/0 eng 0x4095356b270ab274 dev 0x4095356b270ab274 ok] [142/0 eng 0x40a0a9bc06fcc070 dev 0x40a0a9bc06fcc070 ok] [165/0 eng 0x40a2ac8b685fb686 dev 0x40a2ac8b685fb686 ok] [166/0 eng 0x40a2648b685fb686 dev 0x40a2648b685fb686 ok] [196/0 eng 0x40a7ff26d04287a4 dev 0x40a7ff26d04287a4 ok] [77/0 eng 0x4094aa9bc5a7bc5c dev 0x4094aa9bc5a7bc5c ok] [101/0 eng 0x4095bd6b270ab274 dev 0x4095bd6b270ab274 ok] [215/0 eng 0x409a603a886da888 dev 0x409a603a886da888 ok] [36/0 eng 0x40a965f319113190 dev 0x40a965f319113190 ok] [96/0 eng 0x4097656b270ab274 dev 0x4097656b270ab274 ok] [149/0 eng 0x40a339bc06fcc070 dev 0x40a339bc06fcc070 ok] [220/0 eng 0x40a7cc8b685fb686 dev 0x40a7cc8b685fb686 ok] [239/0 eng 0x40a38e28d0a3720e dev 0x40a38e28d0a3720e ok] [9/0 eng 0x40a3c723b7ae3b7c dev 0x40a3c723b7ae3b7c ok] [39/0 eng 0x40ad27de2ca5fe82 dev 0x40ad27de2ca5fe82 ok] [112/0 eng 0x40a08c1d4436d444 dev 0x40a08c1d4436d444 ok] [140/0 eng 0x40a0daeca599ca5a dev 0x40a0daeca599ca5a ok] [159/0 eng 0x40a21f23b7ae3b7c dev 0x40a21f23b7ae3b7c ok] [267/0 eng 0x409e9309e9d09ea0 dev 0x409e9309e9d09ea0 ok] [66/0 eng 0x40a45f84f4e84f50 dev 0x40a45f84f4e84f50 ok] [78/0 eng 0x40a7a7f319113190 dev 0x40a7a7f319113190 ok] [90/0 eng 0x40a04f84f4e84f50 dev 0x40a04f84f4e84f50 ok] [194/0 eng 0x40a92e8b685fb686 dev 0x40a92e8b685fb686 ok] [256/0 eng 0x40a129ba3863cb76 dev 0x40a129ba3863cb76 ok] [285/0 eng 0x409ae96b270ab274 dev 0x409ae96b270ab274 ok] [309/0 eng 0x40a38254564b4564 dev 0x40a38254564b4564 ok] [29/0 eng 0x40a7edf319113190 dev 0x40a7edf319113190 ok] [62/0 eng 0x40a7d5f319113190 dev 0x40a7d5f319113190 ok] [118/0 eng 0x409c656b270ab274 dev 0x409c656b270ab274 ok] [176/0 eng 0x40a23eeca599ca5a dev 0x40a23eeca599ca5a ok] [186/0 eng 0x40a37054564b4564 dev 0x40a37054564b4564 ok] [205/0 eng 0x409c656b270ab274 dev 0x409c656b270ab274 ok] [15/0 eng 0x40ab1bf319113190 dev 0x40ab1bf319113190 ok] [107/0 eng 0x40a903f319113190 dev 0x40a903f319113190 ok] [124/0 eng 0x40a6d654564b4564 dev 0x40a6d654564b4564 ok] [146/0 eng 0x409d816b270ab274 dev 0x409d816b270ab274 ok] [383/0 eng 0x40ac5a417ab03cfa dev 0x40ac5a417ab03cfa ok] [4/0 eng 0x40a0e01d4436d444 dev 0x40a0e01d4436d444 ok] [32/0 eng 0x40aa41f319113190 dev 0x40aa41f319113190 ok] [95/0 eng 0x40a695bc06fcc070 dev 0x40a695bc06fcc070 ok] [150/0 eng 0x40a57c54564b4564 dev 0x40a57c54564b4564 ok] [154/0 eng 0x40a3eaeca599ca5a dev 0x40a3eaeca599ca5a ok] [160/0 eng 0x40a695bc06fcc070 dev 0x40a695bc06fcc070 ok] [163/0 eng 0x40aa7723b7ae3b7c dev 0x40aa7723b7ae3b7c ok] [252/0 eng 0x40a49c1d4436d444 dev 0x40a49c1d4436d444 ok] [258/0 eng 0x40a0e01d4436d444 dev 0x40a0e01d4436d444 ok] [288/0 eng 0x40a0c54de2d3de2e dev 0x40a0c54de2d3de2e ok] [33/0 eng 0x40aa5e8b685fb686 dev 0x40aa5e8b685fb686 ok] [70/0 eng 0x40a00cb59385593a dev 0x40a00cb59385593a ok] [93/0 eng 0x40a508eca599ca5a dev 0x40a508eca599ca5a ok] [164/0 eng 0x409cf69bc5a7bc5c dev 0x409cf69bc5a7bc5c ok] [183/0 eng 0x40aa5d23b7ae3b7c dev 0x40aa5d23b7ae3b7c ok] [200/0 eng 0x40a508eca599ca5a dev 0x40a508eca599ca5a ok] [234/0 eng 0x40a13cb59385593a dev 0x40a13cb59385593a ok] [242/0 eng 0x40a69a54564b4564 dev 0x40a69a54564b4564 ok] [249/0 eng 0x40a99a54564b4564 dev 0x40a99a54564b4564 ok] [13/0 eng 0x40ac97f319113190 dev 0x40ac97f319113190 ok] [69/0 eng 0x40a0ccb59385593a dev 0x40a0ccb59385593a ok] [80/0 eng 0x40abae8b685fb686 dev 0x40abae8b685fb686 ok] [153/0 eng 0x40aa57f319113190 dev 0x40aa57f319113190 ok] [177/0 eng 0x40a77254564b4564 dev 0x40a77254564b4564 ok] [227/0 eng 0x40abae8b685fb686 dev 0x40abae8b685fb686 ok] [263/0 eng 0x40a2761d4436d444 dev 0x40a2761d4436d444 ok] [73/0 eng 0x40a9abbc06fcc070 dev 0x40a9abbc06fcc070 ok] [178/0 eng 0x40b233f98c8898c8 dev 0x40b233f98c8898c8 ok] [190/0 eng 0x40ad0523b7ae3b7c dev 0x40ad0523b7ae3b7c ok] [191/0 eng 0x40adee8b685fb686 dev 0x40adee8b685fb686 ok] [278/0 eng 0x40a61784f4e84f50 dev 0x40a61784f4e84f50 ok] [76/0 eng 0x40b067f98c8898c8 dev 0x40b067f98c8898c8 ok] [266/0 eng 0x40a594b59385593a dev 0x40a594b59385593a ok] [120/0 eng 0x40b134f98c8898c8 dev 0x40b134f98c8898c8 ok] [137/0 eng 0x40a23d4de2d3de2e dev 0x40a23d4de2d3de2e ok] [260/0 eng 0x40a9eaeca599ca5a dev 0x40a9eaeca599ca5a ok] [265/0 eng 0x40a3754de2d3de2e dev 0x40a3754de2d3de2e ok] [306/0 eng 0x40a446b59385593a dev 0x40a446b59385593a ok] [111/0 eng 0x40a94b84f4e84f50 dev 0x40a94b84f4e84f50 ok] [131/0 eng 0x40b225f98c8898c8 dev 0x40b225f98c8898c8 ok] [243/0 eng 0x40b24891dbd71dbe dev 0x40b24891dbd71dbe ok] [268/0 eng 0x40b40ff98c8898c8 dev 0x40b40ff98c8898c8 ok] [23/0 eng 0x40ac1d84f4e84f50 dev 0x40ac1d84f4e84f50 ok] [50/0 eng 0x40ae0854564b4564 dev 0x40ae0854564b4564 ok] [98/0 eng 0x40b0ca45b42fdb43 dev 0x40b0ca45b42fdb43 ok] [210/0 eng 0x40ad4428d0a3720e dev 0x40ad4428d0a3720e ok] [224/0 eng 0x40ae0854564b4564 dev 0x40ae0854564b4564 ok] [338/0 eng 0x40b1a645b42fdb43 dev 0x40b1a645b42fdb43 ok] [108/0 eng 0x40aeb8eca599ca5a dev 0x40aeb8eca599ca5a ok] [109/0 eng 0x40ab7784f4e84f50 dev 0x40ab7784f4e84f50 ok] [138/0 eng 0x40a66cb59385593a dev 0x40a66cb59385593a ok] [235/0 eng 0x40aeb81406a887ac dev 0x40aeb81406a887ac ok] [274/0 eng 0x40adc8eca599ca5a dev 0x40adc8eca599ca5a ok] [42/0 eng 0x40ac241d4436d444 dev 0x40ac241d4436d444 ok] [134/0 eng 0x40ab6984f4e84f50 dev 0x40ab6984f4e84f50 ok] [169/0 eng 0x40a86eb59385593a dev 0x40a86eb59385593a ok] [195/0 eng 0x40a6054de2d3de2e dev 0x40a6054de2d3de2e ok] [208/0 eng 0x40a86eb59385593a dev 0x40a86eb59385593a ok] [310/0 eng 0x40a6054de2d3de2e dev 0x40a6054de2d3de2e ok] [85/0 eng 0x40ab6c1d4436d444 dev 0x40ab6c1d4436d444 ok] [119/0 eng 0x40b47445b42fdb43 dev 0x40b47445b42fdb43 ok] [141/0 eng 0x40b2a8de037e6038 dev 0x40b2a8de037e6038 ok] [162/0 eng 0x40b2f191dbd71dbe dev 0x40b2f191dbd71dbe ok] [206/0 eng 0x40b40591dbd71dbe dev 0x40b40591dbd71dbe ok] [226/0 eng 0x40b2f191dbd71dbe dev 0x40b2f191dbd71dbe ok] [280/0 eng 0x40a962b59385593a dev 0x40a962b59385593a ok] [99/0 eng 0x40b3bf91dbd71dbe dev 0x40b3bf91dbd71dbe ok] [151/0 eng 0x40af4184f4e84f50 dev 0x40af4184f4e84f50 ok] [238/0 eng 0x40b2f6de037e6038 dev 0x40b2f6de037e6038 ok] [248/0 eng 0x40aa3c7917519610 dev 0x40aa3c7917519610 ok] [24/0 eng 0x40adcc1d4436d444 dev 0x40adcc1d4436d444 ok] [52/0 eng 0x40ae141d4436d444 dev 0x40ae141d4436d444 ok] [63/0 eng 0x40a9414de2d3de2e dev 0x40a9414de2d3de2e ok] [188/0 eng 0x40ab92b59385593a dev 0x40ab92b59385593a ok] [254/0 eng 0x40b1437652cce52d dev 0x40b1437652cce52d ok] [277/0 eng 0x40ac4ab59385593a dev 0x40ac4ab59385593a ok] [14/0 eng 0x40b462de037e6038 dev 0x40b462de037e6038 ok] [147/0 eng 0x40b4aede037e6038 dev 0x40b4aede037e6038 ok] [204/0 eng 0x40b0440ea21b6a22 dev 0x40b0440ea21b6a22 ok] [219/0 eng 0x40b6b445b42fdb43 dev 0x40b6b445b42fdb43 ok] [232/0 eng 0x40b6b445b42fdb43 dev 0x40b6b445b42fdb43 ok] [246/0 eng 0x40b7ec45b42fdb43 dev 0x40b7ec45b42fdb43 ok] [20/0 eng 0x40b216c27a7427a8 dev 0x40b216c27a7427a8 ok] [129/0 eng 0x40b11e0ea21b6a22 dev 0x40b11e0ea21b6a22 ok] [281/0 eng 0x40b191733c95de0f dev 0x40b191733c95de0f ok] [46/0 eng 0x40b65c56a426cf1f dev 0x40b65c56a426cf1f ok] [213/0 eng 0x40b7b391dbd71dbe dev 0x40b7b391dbd71dbe ok] [275/0 eng 0x40b58a2a2b25a2b2 dev 0x40b58a2a2b25a2b2 ok] [337/0 eng 0x40bbc0d02c1bb884 dev 0x40bbc0d02c1bb884 ok] [171/0 eng 0x40ad8b4de2d3de2e dev 0x40ad8b4de2d3de2e ok] [181/0 eng 0x40b4647652cce52d dev 0x40b4647652cce52d ok] [198/0 eng 0x40b80e91dbd71dbe dev 0x40b80e91dbd71dbe ok] [209/0 eng 0x40b4107652cce52d dev 0x40b4107652cce52d ok] [255/0 eng 0x40b40c7652cce52d dev 0x40b40c7652cce52d ok] [284/0 eng 0x40b93745b42fdb43 dev 0x40b93745b42fdb43 ok] [289/0 eng 0x40bb25f98c8898c8 dev 0x40bb25f98c8898c8 ok] [12/0 eng 0x40b3c2c27a7427a8 dev 0x40b3c2c27a7427a8 ok] [45/0 eng 0x40b76cde037e6038 dev 0x40b76cde037e6038 ok] [105/0 eng 0x40b40d30be91e177 dev 0x40b40d30be91e177 ok] [197/0 eng 0x40bafe45b42fdb43 dev 0x40bafe45b42fdb43 ok] [270/0 eng 0x40b975a631a7e7d9 dev 0x40b975a631a7e7d9 ok] [44/0 eng 0x40b6cb2a2b25a2b2 dev 0x40b6cb2a2b25a2b2 ok] [103/0 eng 0x40b6cb2a2b25a2b2 dev 0x40b6cb2a2b25a2b2 ok] [218/0 eng 0x40afef4de2d3de2e dev 0x40afef4de2d3de2e ok] [240/0 eng 0x40b08d3c8ba8cb08 dev 0x40b08d3c8ba8cb08 ok] [57/0 eng 0x40b08aa6f169ef17 dev 0x40b08aa6f169ef17 ok] [83/0 eng 0x40ba8791dbd71dbe dev 0x40ba8791dbd71dbe ok] [121/0 eng 0x40b66d7652cce52d dev 0x40b66d7652cce52d ok] [158/0 eng 0x40b0bea6f169ef17 dev 0x40b0bea6f169ef17 ok] [199/0 eng 0x40b7d22a2b25a2b2 dev 0x40b7d22a2b25a2b2 ok] [241/0 eng 0x40b21f5ac9c2ac9d dev 0x40b21f5ac9c2ac9d ok] [262/0 eng 0x40ba8791dbd71dbe dev 0x40ba8791dbd71dbe ok] [271/0 eng 0x40b426733c95de0f dev 0x40b426733c95de0f ok] [290/0 eng 0x40bbec45b42fdb43 dev 0x40bbec45b42fdb43 ok] [296/0 eng 0x40b3600ea21b6a22 dev 0x40b3600ea21b6a22 ok] [6/0 eng 0x40b9e5de037e6038 dev 0x40b9e5de037e6038 ok] [18/0 eng 0x40bb4a91dbd71dbe dev 0x40bb4a91dbd71dbe ok] [144/0 eng 0x40be2bf98c8898c8 dev 0x40be2bf98c8898c8 ok] [264/0 eng 0x40be33f98c8898c8 dev 0x40be33f98c8898c8 ok] [279/0 eng 0x40b4170ea21b6a22 dev 0x40b4170ea21b6a22 ok] [7/0 eng 0x40b4ce0ea21b6a22 dev 0x40b4ce0ea21b6a22 ok] [113/0 eng 0x40b1d4a6f169ef17 dev 0x40b1d4a6f169ef17 ok] [173/0 eng 0x40b4ce0ea21b6a22 dev 0x40b4ce0ea21b6a22 ok] [247/0 eng 0x40b62d146851b907 dev 0x40b62d146851b907 ok] [291/0 eng 0x40bc0fa631a7e7d9 dev 0x40bc0fa631a7e7d9 ok] [297/0 eng 0x40b4ce0ea21b6a22 dev 0x40b4ce0ea21b6a22 ok] [28/0 eng 0x40b4195ac9c2ac9d dev 0x40b4195ac9c2ac9d ok] [86/0 eng 0x40ba082a2b25a2b2 dev 0x40ba082a2b25a2b2 ok] [94/0 eng 0x40b9fc2a2b25a2b2 dev 0x40b9fc2a2b25a2b2 ok] [167/0 eng 0x40b8737652cce52d dev 0x40b8737652cce52d ok] [245/0 eng 0x40b4095ac9c2ac9d dev 0x40b4095ac9c2ac9d ok] [49/0 eng 0x40b7aac27a7427a8 dev 0x40b7aac27a7427a8 ok] [53/0 eng 0x40b92b7652cce52d dev 0x40b92b7652cce52d ok] [56/0 eng 0x40b92b7652cce52d dev 0x40b92b7652cce52d ok] [81/0 eng 0x40bc48de037e6038 dev 0x40bc48de037e6038 ok] [174/0 eng 0x40b314a6f169ef17 dev 0x40b314a6f169ef17 ok] [282/0 eng 0x40bddd91dbd71dbe dev 0x40bddd91dbd71dbe ok] [363/0 eng 0x40b542dd1c31e5bb dev 0x40b542dd1c31e5bb ok] [34/0 eng 0x40bea191dbd71dbe dev 0x40bea191dbd71dbe ok] [126/0 eng 0x40b9ef7652cce52d dev 0x40b9ef7652cce52d ok] [156/0 eng 0x40bb842a2b25a2b2 dev 0x40bb842a2b25a2b2 ok] [201/0 eng 0x40bea191dbd71dbe dev 0x40bea191dbd71dbe ok] [261/0 eng 0x40b85ac27a7427a8 dev 0x40b85ac27a7427a8 ok] [343/0 eng 0x40bae05d4cfcd071 dev 0x40bae05d4cfcd071 ok] [26/0 eng 0x40baa77652cce52d device: not created yet (deferred to the next transition)] [58/0 eng 0x40bf6591dbd71dbe device: not created yet (deferred to the next transition)] [115/0 eng 0x40bf6591dbd71dbe device: not created yet (deferred to the next transition)] [161/0 eng 0x40b454a6f169ef17 device: not created yet (deferred to the next transition)] [182/0 eng 0x40bc3c2a2b25a2b2 device: not created yet (deferred to the next transition)]
TICK boundary 35 engine_tick 38: dev_hash 0xad8a1f66ee0536ab engine_hash 0xad8a1f66ee0536ab match=yes | claims 1413 | dev_claims_total 22244 | live_attacks 181 | engine_attacks 186
INIT_ATTACK at boundary 36 (engine tick 38) slot 181: owner=26 target=0 troops_bits=0x40baa77652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 182: owner=58 target=0 troops_bits=0x40bf6591dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 183: owner=115 target=0 troops_bits=0x40bf6591dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 184: owner=161 target=0 troops_bits=0x40b454a6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 185: owner=182 target=0 troops_bits=0x40bc3c2a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
